source,name,dob,desc,wikidata,email,vk,ig,fb,tw,yt,ok,sanctioned
putin2018,Ковальчук Илья Валерьевич,,Российский хоккеист.,,,,,,,,,
putin2018,Коган Павел Леонидович,,Художественный руководитель МГАСО под руководством Павла Когана.,,,,,,,,,
putin2018,Когогин Сергей Анатольевич,,Глава концерна КамАЗ,,,,,,,,,
putin2018,Кожевников Александр Викторович,,"Двукратный олимпийский чемпион по хоккею, заслуженный мастер спорта СССР. Член правления Ночной хоккейной лиги.",,,,,,,,,
putin2018,Колесниченко Александр Борисович,,"ООО ""Сельскохозяйственное предприятие ""Донское"", генеральный директор.",,,,,,,,,
putin2018,Колмакова Виктория Викторовна,,"ГАУЗ «Городская поликлиника №2» в Республике Бурятия, главный врач.",,,,,,,,,
putin2018,Комиссарова Виолетта Ивановна,,Президент торгово-промышленной палаты Калужской области,,,,,,,,,
putin2018,Комков Константин Анатольевич,,"ГОА УВО Курской области ""Курская академия государственной и муниципальной службы"", директор Центра регионального развития.",,,,,,,,,
putin2018,Комкова Мария Анатольевна,,Многодетная мать – блогер.,,,,,,,,,
putin2018,Коновалов Александр Николаевич,,"Директор ФГБУ «Научно-исследовательский институт нейрохирургии имени академика Н.Н.Бурденко» Российской академии медицинских наук, Герой Труда РФ.",,,,,,,,,
putin2018,Кончаловский (Михалков) Андрей Сергеевич,,"Российский режиссер, сценарист, продюсер.",,,,,,,,,
putin2018,Кормухина Ольга Борисовна,,Певица. Заслуженная артистка Российской Федерации.,,,,,,,,,
putin2018,Корнилова Людмила Ивановна,,"Учитель истории МАОУ «Лицей математики и информатики», Герой Труда РФ.",,,,,,,,,
putin2018,Королев Юрий Николаевич,,"Муниципальное бюджетное учреждение дополнительного образования г. Владимира ""Специализированная детско-юношеская спортивная школа олимпийского резерва по спортивной гимнастике им. Н.Г. Толкачева"", старший тренер мужского отделения.",,,,,,,,,
putin2018,Корчевников Борис Вячеславович,,"ООО ""СПАС-ТВ"", генеральный директор.",,,,,,,,,
putin2018,Косенкова Елена Александровна,,"Закрытое акционерное общество ""Псковская швейная фабрика ""Славянка"", генеральный директор.",,,,,,,,,
putin2018,Костина Ольга Николаевна,,Председатель межрегиональной правозащитной общественной организации «Сопротивление».,,,,,,,,,
putin2018,Костюков Валентин Ефимович,,Директор Всероссийского научно-исследовательского института экспериментальной физики (федерального ядерного центра). Лауреат Государственной премии Российской Федерации в области науки и техники.,,,,,,,,,
putin2018,Косьмин Евгений Сергеевич,,"АО ""СУЭК-Кузбасс"" Шахта им. В.Д.Ялевского, машинист горных выемочных машин 6 разряда (бригадир).",,,,,,,,,
putin2018,Кравченко Галина Олеговна,,"КГБУ ""Камчатский центр народного творчества"", методист.",,,,,,,,,
putin2018,Кравченко Николай Васильевич,,"Федеральное государственное казенное общеобразовательное учреждение ""Омский кадетский военный корпус Министерства обороны Российской Федерации"", начальник кадетского корпуса.",,,,,,,,,
putin2018,Красикова Екатерина Сергеевна,,"Центральный штаб молодежной общероссийской общественной организации ""Российские студенческие отряды"", заместитель руководителя.",,,,,,,,,
putin2018,Краснолицкий Николай Иванович,,Директор Севастопольского художественного музея имени М.П.Крошицкого.,,,,,,,,,
putin2018,Крикалев Сергей Константинович,,"Государственная Корпорация по космической деятельности ""РОСКОСМОС"", исполнительный директор по пилотируемым программам.",,,,,,,,,
putin2018,Крок Кирилл Игоревич,,"Федеральное государственное бюджетное учреждение культуры академический театр имени Евгения Вахтангова, директор.",,,,,,,,,
putin2018,Круглова Екатерина Геннадьевна,,"Благотворительный фонд ""ПАМЯТЬ ПОКОЛЕНИЙ"", исполнительный директор.",,,,,,,,,
putin2018,Крутой Игорь Яковлевич,,Композитор,,,,,,,,,
putin2018,Кручинкин Николай Андреевич,,"МБУК ""Мемориальный музей военного и трудового подвига 1941 - 1945 г.г."", директор.",,,,,,,,,
putin2018,Кудрявцева Анна Викторовна,,"Федеральное Государственное бюджетное учреждение науки Институт молекулярной биологии им. В.А. Энгельгарта Российской Академии наук (ИМБРАН), старший научный сотрудник.",,,,,,,,,
putin2018,Кузнецов Николай Геннадьевич,,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ростовский государственный экономический университет (РИНХ)"", первый проректор - проректор по учебной работе.",,,,,,,,,
putin2018,Кузьбожева Мария Вячеславовна,,"Государственное профессиональное образовательное учреждение ""Гимназия искусств при Главе Республики Коми"" имени Ю.А. Спиридонова, директор.",,,,,,,,,
putin2018,Кукевич Юрий Андреевич,,"Государственное учреждение ""Северное издательство"", заместитель директора по информационным проектам.",,,,,,,,,
putin2018,Курилов Владимир Иванович,,Научный руководитель ФГАОУ ВО «Дальневосточный федеральный университет».,,,,,,,,,
putin2018,Курилов Илья Николаевич,,Генеральный директор ПАО «Тульский оружейный завод».,,,,,,,,,
putin2018,Курлеева Татьяна Юрьевна,,"Государственное бюджетное учреждение здравоохранения ""Приморский краевой перинатальный центр"", главный врач.",,,,,,,,,
putin2018,Куснирович Михаил Эрнестович,,"Акционерное общество ""Группа компаний ММД ""Восток и Запад"", президент.",,,,,,,,,
putin2018,Куценко Гульвайра Куденовна,,Президент межрегиональной общественной организации «Информационно-образовательная сеть коренных народов « Льыоравэтльан».,,,,,,,,,
putin2018,Кучерена Анатолий Григорьевич,,"Коллегия адвокатов ""Кучерена и Партнеры"", председатель Президиума коллегии адвокатов.",,,,,,,,,
putin2018,Лагутенкова Вера Анатольевна,,"Художник, искусствовед. Лауреат премии Президента Российской Федерации для молодых деятелей культуры 2016 г.",,,,,,,,,
putin2018,Лагутинская Софья Владимировна,,Директор Калининградской общественной молодежной благотворительной организации «Верю в чудо» (Благотворительный центр детского больничного и социального волонтерства).,,,,,,,,,
putin2018,Лазарев Алексей Иванович,,"Союз ""Федерация организаций профсоюзов Курской области"", председатель Федерации.",,,,,,,,,
putin2018,Лазарева Евгения Станиславовна,,"Эксперт проекта ОНФ «За права заемщиков», сопредседатель Центрального координационного совета сторонников Партии «Единая Россия», основатель проекта «Маманонстоп», социальный предприниматель.",,,,,,,,,
putin2018,Лановой Василий Семенович,,Актер театра и кино. Народный артист СССР. Председатель попечительского совета ООГПД «Бессмертный полк России».,,,,,,,,,
putin2018,Лаптандер Максим Иванович,,"Муниципальное общеобразовательное учреждение Школа с. Белоярск, воспитатель.",,,,,,,,,
putin2018,Ларионова Оксана Владимировна,,Руководитель исполкома регионального отделения Общероссийского общественного движения «Народный фронт «За Россию» в Красноярском крае.,,,,,,,,,
putin2018,Ласицкене (Кучина) Мария Александровна,,"ГКУ Кабардино-Балкарской Республики «Спортивная школа олимпийского резерва № 1», спортсмен-инструктор. Двукратная чемпионка мира, чемпионка Европы, многократная чемпионка России по прыжкам в высоту. Признана лучшей спортсменкой России в 2017 г.",,,,,,,,,
putin2018,Левин Александр Юрьевич,,"Председатель региональной общественной организации ""Свердловский творческий союз журналистов""",,,,,,,,,
putin2018,Левин Борис Романович,,"Кольчугинская участковая больница Государственного Бюджетного Учреждения здравоохранения Республики Крым ""Симферопольская центральная районная клиническая больница"", заведующий.",,,,,,,,,
putin2018,Лещенко Лев Валерьянович,,"Советский и российский эстрадный певец, народный артист РСФСР, Полный кавалер ордена «За заслуги перед Отечеством».",,,,,,,,,
putin2018,Литвиненко Владимир Стефанович,,Ректор Санкт-Петербургского горного университета.,,,,,,,,,
putin2018,Лобанов Владимир Викторович,,Заместитель директора Забайкальской краевой филармонии по общим вопросам. Член Забайкальского регионального отделения ОНФ,,,,,,,,,
putin2018,Лобус Георгий Константинович,,"ООО ""Красный Октябрь"", генеральный директор.",,,,,,,,,
putin2018,Ломанов Сергей Сергеевич,,"Автономная некоммерческая организация ""Профессиональный клуб по хоккею с мячом ""Енисей"", спортсмен-инструктор. Заслуженный мастер спорта России.",,,,,,,,,
putin2018,Лукин Олег Павлович,,"ФГБЦ ""Федеральный центр сердечно-сосудистой хирургии"" города Челябинска, главный врач.",,,,,,,,,
putin2018,Лысенко Александр Евгеньевич,,"АНО ""Национальный центр проблем инвалидности"", научный руководитель.",,,,,,,,,
putin2018,Львова-Белова Мария Александровна,,"Директор центра для инвалидов – колясочников «Квартал Луи». Член Общественной палаты Российской Федерации, председатель Пензенской общественной организации «Благовест».",,,,,,,,,
putin2018,Любавин Анатолий Александрович,,"МГАХИ им. В.И. Сурикова, ректор.",,,,,,,,,
putin2018,Лянге Маргарита Арвитовна,,"МОО ""Гильдия межэтнической журналистики"", президент.",,,,,,,,,
putin2018,Ляшко Наталья Григорьевна,,Директор автономной некоммерческой культурно-просветительской организации «Точка Роста».,,,,,,,,,
putin2018,Магомедов Джамбулат Мусаевич,,Руководитель ГБУ «Академический заслуженный ансамбль танца Дагестана «Лезгинка».,,,,,,,,,
putin2018,Мазаев Сергей Владимирович,,"Музыкант, певец, автор песен, актер, солист группы «Моральный кодекс».",,,,,,,,,
putin2018,Майданов Денис Васильевич,,"Российский автор-исполнитель песен, композитор, поэт, актёр, музыкальный продюсер.",,,,,,,,,
putin2018,Майоров Николай Петрович,,"Помощник Губернатора Костромской области по взаимодействию с ветеранскими и патриотическими организациями. Руководитель Костромского регионального отделения Общероссийской общественной организации «Российская ассоциация Героев», Герой Российской Федерации.",,,,,,,,,
putin2018,Макаров Сергей Афанасьевич,,"Генерал-полковник, кавалер Ордена Святого Георгия IV степени.",,,,,,,,,
putin2018,Маленко Владислав Валерьевич,,"Московский театр поэтов и поэтическая лаборатория ""Есенин - Центр"", художественный руководитель.",,,,,,,,,
putin2018,Малышев Владимир Сергеевич,,"ФГБОУ ВО ""Всероссийский государственный институт кинематографии имени С.А. Герасимова"", ректор.",,,,,,,,,
putin2018,Мамаев Геннадий Александрович,,Генеральной директор АО «Электромашиностроительный завод «ЛЕПСЕ».,,,,,,,,,
putin2018,Мамий Дауд Казбекович,,Директор Республиканской естественно-математической школы при Адыгейском государственном университете.,,,,,,,,,
putin2018,Манучаров Вячеслав Рафаэльевич,,"Актер театра и кино, телеведущий.",,,,,,,,,
putin2018,Маринычев Павел Алексеевич,,"Акционерное ообщество ""Алмазы Анабара"", генеральный директор.",,,,,,,,,
putin2018,Маркелов Виктор Васильевич,,"Краснодарская краевая общественная ассоциация Героев, председатель.",,,,,,,,,
putin2018,Маркова Татьяна Владимировна,,"Территориальная организация Всеволожского района Ленинградской области Профсоюза работников народного образования и науки Российской Федерации, председатель.",,,,,,,,,
putin2018,Мартенс Генрих Генрихович,,"ОО Федеральная национально-культурная автономия российских немцев, президент.",,,,,,,,,
putin2018,Масляков Александр Васильевич,,"Руководитель телепередачи ""КВН""",,,,,,,,,
putin2018,Масько Александр Вадимович,,Генеральный директор ПАО «Мурманский морской торговый порт».,,,,,,,,,
putin2018,Матвиенко Игорь Игоревич,,"Продюсер, композитор. Заслуженный деятель искусств Российской Федерации.",,,,,,,,,
putin2018,Мацуев Денис Леонидович,,"Российский пианист и общественный деятель, народный артист Российской Федерации, лауреат Государственной премии Российской Федерации.",,,,,,,,,
putin2018,Мацук Александр Валерьевич,,"Президент, Генеральный Директор ОАО «Сахалинское морское пароходство», г. Холмск. Член федерации борьбы самбо Сахалинской области.",,,,,,,,,
putin2018,Машбашев Исхак Шумафович,,"Председатель Адыгейского регионального отделения Общероссийской общественной организации «Союз писателей России» – «Союз писателей Адыгеи», член Общественной палаты РФ.",,,,,,,,,
putin2018,Машков Владимир Львович,,"Актер театра и кино, режиссер. Народный артист Российской Федерации.",,,,,,,,,
putin2018,Машковская Татьяна Олеговна,,"ФГКОУ ""Оренбургское президентское кадетское училище"", начальник училища.",,,,,,,,,
putin2018,Мгоян Зарифа Пашаевна,,"ООО ""Зара"", заместитель генерального директора.",,,,,,,,,
putin2018,Мельникова Светлана Евгеньевна,,"ФГБК ""Государственный историко-археологический музей заповедник ""Херсонес-Таврический"", директор.",,,,,,,,,
putin2018,Меньшов Владимир Валентинович,,"Актер театра, кино и телевидения, кинорежиссер, продюсер, сценарист. Народный артист РСФСР. Лауреат премии «Оскар».",,,,,,,,,
putin2018,Метрусенко Федор Степанович,,Пенсионер.,,,,,,,,,
putin2018,Мечетина Екатерина Васильевна,,"ФГБУ ""Московская государственная академическая филармония"", солист-пианист.",,,,,,,,,
putin2018,Мирошниченко Сергей Валентинович,,"Режиссер, лауреат двух Государственных премий Российской Федерации.",,,,,,,,,
putin2018,Мисиков Борис Рамазанович,,"ФГБОУ ВО ""Сахалинский государственный университет"", президент.",,,,,,,,,
putin2018,Михайлов Кирилл Эдуардович,,"ООО ""ЛЧБ Воронеж"", генеральный директор.",,,,,,,,,
putin2018,Михайлов Станислав Владимирович,,"Певец, композитор. Заслуженный артист Российской Федерации.",,,,,,,,,
putin2018,Михалков Никита Сергеевич,,"Российский режиссер, актер, сценарист, продюсер.",,,,,,,,,
putin2018,Михеева Лидия Юрьевна,,"Федеральное государственное бюджетное научное учреждение ""Исследовательский центр частного права имени С.С. Алексеева при президенте Российской Федерации"", заместитель председателя совета.",,,,,,,,,
putin2018,Моисеев Михаил Алексеевич,,"Председатель Общероссийской общественной организации ""Российский Союз Ветеранов"".",,,,,,,,,
putin2018,Монгуш Вячеслав Карбыевич,,"Спортивная школа (олимпийского резерва, комплексная ""ЦСКА-ТЫВА"", г.Кызыл, Республика Тыва) филиала ФАУ МО РФ ЦСКА (ЦСК ВСС, г.Самара), директор.",,,,,,,,,
putin2018,Москвина Тамара Николаевна,,Советский и российский тренер по фигурному катанию на коньках.,,,,,,,,,
putin2018,Мосякин Иван Яковлевич,,"Почетный гражданин Орловской области, председатель правления регионального отделения Общероссийской общественной организации ""Союз пенсионеров России"" по Орловской области.",,,,,,,,,
putin2018,Мохначук Иван Иванович,,"Российский независимый профсоюз работников угольной промышленности, председатель.",,,,,,,,,
putin2018,Муругов Вячеслав Александрович,,"ООО ""СТС Медиа"", генеральный директор.",,,,,,,,,
putin2018,Мусагалиев Азамат Тахирович,,"Артист Comedy Club Production, капитан команды КВН «Сборная Камызякского края», телеведущий шоу «Однажды в России», актер.",,,,,,,,,
putin2018,Мясников Александр Леонидович,,Главный врач Московской городской клинической больницы № 71. Ведущий медицинских программ на телевидении и радио.,,,,,,,,,
putin2018,Навка Татьяна Александровна,,Олимпийская чемпионка в танцах на льду. Заслуженный мастер спорта России.,,,,,,,,,
putin2018,Назейкин Анатолии Георгиевич,,"Общественная организация Профсоюз работников связи России, председатель.",,,,,,,,,
putin2018,Нарбекова Людмила Николаевна,,"ГБУК ""Мордовский республиканский музей изобразительных искусств им С.Д. Эрьзи"", директор.",,,,,,,,,
putin2018,Нарочницкая Наталия Алексеевна,,Президент Фонда изучения исторической перспективы. Член Общественной палаты Российской Федерации.,,,,,,,,,
putin2018,Настинов Мерген Сергеевич,,"БУРК ""Калмыцкая государственная филармония"", художественный руководитель.",,,,,,,,,
putin2018,Невалённая Галина Ивановна,,"Государственное бюджетное учреждение здравоохранения Псковской области ""Псковская городская поликлиника"", главный врач.",,,,,,,,,
putin2018,Некрасов Сергей Геннадьевич,,Первый заместитель председателя Федерации независимых профсоюзов России. Член Общественной палаты Российской Федерации.,,,,,,,,,
putin2018,Немец Анастасия Сергеевна,,"Государственное казенное учреждение Свердловской области ""Территориальный центр мониторинга и реагирования на чрезвычайные ситуации в Свердловской области"", диспетчер отдела диспетчерской службы.",,,,,,,,,
putin2018,Немов Алексей Юрьевич,,Вице-президент Федерации спортивной гимнастики России.,,,,,,,,,
putin2018,Нероев Владимир Владимирович,,"Директор ФГБУ «Московский НИИ глазных болезней им. Гельмгольца» Минздрава России, член-корреспондент РАН, профессор, доктор медицинских наук, заслуженный деятель науки Российской Федерации, заслуженный врач Российской Федерации.",,,,,,,,,
putin2018,Нечаев Алексей Геннадьевич,,"Президент ОАО ""Фаберлик""",,,,,,,,,
putin2018,Никифоров Николай Алексеевич,,"Российский профессиональный союз железнодорожников и транспортных строителей (РОСПРОФЖЕЛ), председатель.",,,,,,,,,
putin2018,Новиков Аркадий Анатольевич,,"Ресторатор, учредитель группы компаний «Novikovgroup».",,,,,,,,,
putin2018,Новиков Сергей Анатольевич,,"ООО ""Агропромкомплектация"", генеральный директор.",,,,,,,,,
putin2018,Нуждин Вадим Владимирович,,Военный пенсионер Министерства Обороны Российской Федерации. Координатор проект ОНФ «За честные закупки» в Самарской области.,,,,,,,,,
putin2018,Нурбагандов Нурбаганд Магомедович,,"МКОУ ""Сергокалинская СОШ № 2"", директор.",,,,,,,,,
putin2018,Обносов Борис Викторович,,"АО ""Корпорация ""Тактическое ракетное вооружение"", генеральный директор.",,,,,,,,,
putin2018,Овечкин Александр Михайлович,,"Российский профессиональный хоккеист, левый крайний нападающий клуба НХЛ «Вашингтон Кэпиталз».",,,,,,,,,
putin2018,Оглоблина Юлия Васильевна,,"ОМОО ""Российский союз сельской молодежи"", председатель центрального совета.",,,,,,,,,
putin2018,Озов Анатолий Галимжанович,,"Филиал ФКУ ""Управление федеральных автомобильных дорог ""Кавказ"" в г. Черкесске, заместитель директора.",,,,,,,,,
putin2018,Омаев Дагун Ибрагимович,,"ГАУ ""Чеченский государственный драматический театр"", ведущий мастер сцены.",,,,,,,,,
putin2018,Омрувье Иван Васильевич,,Редактор национальных приложений к газете «Крайний Север» и «Золотая Чукотка» Государственного предприятия Чукотского автономного округа «Издательство «Крайний Север».,,,,,,,,,
putin2018,Ооржак Ошку-Саар Аракчеевна,,Директор Государственного унитарного предприятия Республики Тыва «Моген-Бурен». Член Общественной палаты Республики Тыва.,,,,,,,,,
putin2018,Отмахова Анна Владимировна,,"КГАУК ""Пермкино"", менеджер по связям с общественностью.",,,,,,,,,
putin2018,Павлюченко Елена Ивановна,,"ФГБОУ ВО ""ДГТУ"", НИИ ""Информационных технологий и телекоммуникаций"", директор.",,,,,,,,,
putin2018,Парышев Дмитрий Николаевич,,"ЗАО ""Курганстальмост"", генеральный директор.",,,,,,,,,
putin2018,Паскачев Асламбек Боклуевич,,Председатель Общероссийского общественного движения «Российский конгресс народов Кавказа».,,,,,,,,,
putin2018,Пахомов Сергей Васильевич,,"Крестьянское хозяйство Пахомова Сергея Васильевича, Глава крестьянского хозяйства.",,,,,,,,,
putin2018,Пацкевич Александра Вячеславовна,,"Спортсмен-инструктор спортивной сборной команды РФ по синхронному плаванию  в ФГБУ ""Центр спортивной подготовки сборных команд России""",,,,,,,,,
putin2018,Пекарш Александр Иванович,,Заместитель генерального директора - директор Филиала ПАО «Компания Сухой» «Комсомольское-на-Амуре авиационное производственное объединение имени Ю.А. Гагарина».,,,,,,,,,
putin2018,Пеньков Владимир Федорович,,"Тамбовское отделение №	8594 ПАО Сбербанк, менеджер группы специалистов маркетинга и коммуникаций.",,,,,,,,,
putin2018,Перепелица Николай Михайлович,,Пенсионер. Экс-министр - руководитель Аппарата Правительства Карачаево-Черкесской Республики.,,,,,,,,,
putin2018,Пермякова Александра Андреевна,,Художественный руководитель Государственного академического русского народного хора имени М.Е.Пятницкого.,,,,,,,,,
putin2018,Перфилова Валерия Юрьевна,,"Российская эстрадная певица (Валерия), Народная артистка Российской Федерации.",,,,,,,,,
putin2018,Петреня Юрий Кириллович,,Генеральный директор ПАО «Силовые машины». Член-корреспондент РАН. Лауреат Премии Правительства РФ в области науки и техники.,,,,,,,,,
putin2018,Петрова Елена Алексеевна,,"Некоммерческий детский благотворительный фонд имени Алены Петровой, председатель правления.",,,,,,,,,
putin2018,Петросян Евгений Ваганович,,"Артист эстрады, телеведущий. Народный артист РСФСР.",,,,,,,,,
putin2018,Пильдес Майя Борисовна,,"ГБОУ ""Академическая Гимназия №56"" Санкт-Петербурга, заместитель директора по учебно-воспитательной работе.",,,,,,,,,
putin2018,Пиотровский Михаил Борисович,,"Генеральный директор ""Эрмитажа""",,,,,,,,,
putin2018,Пискунова Светлана Геннадьевна,,"Государственное бюджетное учреждение Ростовской области ""Областная детская клиническая больница"", главный врач.",,,,,,,,,
putin2018,Плесовских Юрий Гертурович,,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Хабаровский государственный университет экономики и права"", исполняющий обязанности ректора.",,,,,,,,,
putin2018,Плутенко Андрей Долиевич,,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Амурский государственный университет"", ректор.",,,,,,,,,
putin2018,Плющенко Евгений Викторович,,Олимпийский чемпион по фигурному катанию.,,,,,,,,,
putin2018,Поветкин Александр Владимирович,,Боксер-профессионал (тяжелая весовая категория). Заслуженный мастер спорта России. Обладатель нескольких международных чемпионских титулов.,,,,,,,,,
putin2018,Поддубный Евгений Евгеньевич,,"Филиал ФГУП ""Всероссийская государственная телевизионная и радиовещательная компания ""телеканал ""Россия"", специальный корреспондент.",,,,,,,,,
putin2018,Подобед Владимир Николаевич,,"Союз ""Пензенская областная торгово-промышленная палата"", председатель.",,,,,,,,,
putin2018,Покровская Татьяна Николаевна,,Главный тренер спортивной сборной команды Российской Федерации по синхронному плаванию федерального государственного бюджетного учреждения «Центр спортивной подготовки сборных команд России». Герой Труда Российской Федерации.,,,,,,,,,
putin2018,Поликанов Дмитрий Валериевич,,"Президент БФ ""Фонд поддержки слепоглухих ""Соединение"".",,,,,,,,,
putin2018,Поляков Виктор Анатольевич,,"ПАО ""ОДК-Сатурн"", заместитель генерального директора - управляющий директор.",,,,,,,,,
putin2018,Поляков Леонид Владимирович,,Заведующий кафедрой общей политологии Государственного университета – Высшей школы экономики.,,,,,,,,,
putin2018,Поляков Юрий Михайлович,,"Писатель, поэт, публицист",,,,,,,,,
putin2018,Попова (Бурт) Анастасия Андреевна,,Шеф европейского представительства ВГТРК,,,,,,,,,
putin2018,Пореченков Михаил Евгеньевич,,"Актёр театра и кино, кинорежиссёр, продюсер, телеведущий. Заслуженный артист Российской Федерации.",,,,,,,,,
putin2018,Починок Наталья Борисовна,,"ФГБОУ ВО ""Российский государственный социальный университет"", ректор.",,,,,,,,,
putin2018,Поштаренко Дмитрий Александрович,,"ООО ""Прорыв"", генеральный директор.",,,,,,,,,
putin2018,Пригожин Иосиф Игоревич,,Продюсер.,,,,,,,,,
putin2018,Примаков Евгений Александрович,,"АНО ""Русская Гуманитарная Миссия"", генеральный директор.",,,,,,,,,
putin2018,Просеков Александр Юрьевич,,"ФГБОУ ВО ""Кемеровский государственный университет"" (КемГУ), ректор.",,,,,,,,,
putin2018,Проскурнина Марина Георгиевна,,"Смоленское областное государственное унитарное предприятие ""Редакция газеты ""Краснинский край"", главный редактор.",,,,,,,,,
putin2018,Прохорова Зоя Васильевна,,"Председатель Забайкальского краевого союза организаций профсоюзов «Федерация профсоюзов Забайкалья», сопредседатель Забайкальского регионального отделения  ОНФ.",,,,,,,,,
putin2018,Пугач Валентин Николаевич,,"Вятский государственный университет, ректор.",,,,,,,,,
putin2018,Пугин Николай Андреевич,,"Президент ОАО «ГАЗ», член Общественной палаты Нижегородской области.",,,,,,,,,
putin2018,Пучков Андрей Анатольевич,,"ГБУЗ СК ""ГКБ СМП"" города Ставрополя, главный врач.",,,,,,,,,
putin2018,Разворотнева Светлана Викторовна,,"НП ""Национальный центр общественного контроля в сфере ЖКХ ""ЖКХ контроль"", исполнительный директор.",,,,,,,,,
putin2018,Раздрогин Владимир Александрович,,"Пенсионер, врач-хирург высшей квалификационной категории, заслуженный врач РСФСР, кандидат медицинских наук.",,,,,,,,,
putin2018,Рассадин Николай Михайлович,,"Костромской государственный университет, профессор кафедры педагогики.",,,,,,,,,
putin2018,Расторгуев Николай Вячеславович,,"Российский певец и общественный деятель, лидер музыкальной группы «Любэ». Народный артист Российской Федерации.",,,,,,,,,
putin2018,Ревякина Мария Евсеевна,,"Директор Государственного театра наций, генеральный директор национальной театральной премии и фестиваля «Золотая маска».",,,,,,,,,
putin2018,Рень Виктор Алексеевич,,Заместитель начальника управления ЦПК им. Ю.А. Гагарина. Заместитель Председателя Московского областного регионального отделения Общероссийской общественной организации ветеранов  Вооруженных сил РФ. Герой России.,,,,,,,,,
putin2018,Рожков Андрей Борисович,,"Актёр, сценарист и телеведущий. Капитан команды КВН и творческого объединения «Уральские пельмени».",,,,,,,,,
putin2018,Ройтблат Ольга Владимировна,,"ГАОУ ТО ДПО ""ТОГИРРО"", ректор.",,,,,,,,,
putin2018,Романов Владимир Викторович,,"Тамбовский государственный университет имени Г.Р. Державина, декан факультета истории, мировой политики и социологии.",,,,,,,,,
putin2018,Романова Галина Максимовна,,"ФГБОУ ВО ""Сочинский государственный университет"", ректор.",,,,,,,,,
putin2018,Рондик Ирина Николаевна,,"Председатель Совета Кемеровской региональной общественной организации «Ресурсный центр поддержки общественных инициатив». Директор ООО «АХО СМК». Председатель Общественной палаты Кемеровской области, председатель областного комитета Союза молодежи Кузбасса, председатель Совета некоммерческих организаций Кузбасса.",,,,,,,,,
putin2018,Рошаль Леонид Михайлович,,"Президент НИИ неотложной детской хирургии и травматологии, общественный деятель.",,,,,,,,,
putin2018,Рубцов Евгений Леонидович,,"ОАО ""АК ""Томские мельницы"", генеральный директор.",,,,,,,,,
putin2018,Руденко Гульзада Ракиповна,,"Государственное бюджетное учреждение культуры Республики Татарстан ""Елабужский государственный историко-архитектурный и художественный музей-заповедник"", генеральный директор.",,,,,,,,,
putin2018,Рукша Вячеслав Владимирович,,Генеральный директор ФГУП «Атомфлот».,,,,,,,,,
putin2018,Румянцев Александр Григорьевич,,Генеральный директор Центра им. Дмитрия Рогачева,,,,,,,,,
putin2018,Рыбников Алексей Львович,,"Московская Государственная Творческая Мастерская под руководством Алексея Рыбникова, художественный руководитель.",,,,,,,,,
putin2018,Рыкованов Георгий Николаевич,,"ФГУП ""РФЯЦ-ВНИИТФ имени академика Е.И. Забабахина"", научный руководитель РФЯЦ-ВНИИТФ.",,,,,,,,,
putin2018,Рябцева Жанна Анатольевна,,"Исполком Общероссийского общественного движения ""Народный фронт за Россию"", руководитель Регионального исполкома ОНФ в Свердловской области.",,,,,,,,,
putin2018,Рязанский Сергей Николаевич,,"Герой Российской Федерации, лётчик-космонавт Российской Федерации, Заслуженный испытатель космической техники.",,,,,,,,,
putin2018,Савиных Виктор Петрович,,"Дважды Герой Советского Союза, летчик-космонавт СССР, почетный житель Кировской области.",,,,,,,,,
putin2018,Садовничий Виктор Антонович,,"Президент Общероссийской общественной организации «Российский союз ректоров», ректор ФГБУ ВО «Московский государственный университет имени М.В.Ломоносова».",,,,,,,,,
putin2018,Садыгова Мехрибан Эльдар Кызы,,"Общественная организация ""Федеральная национально-культурная автономия азербайджанцев России"" (ОО ""ФНКА АзерРос""), президент.",,,,,,,,,
putin2018,Самокутяев Александр Михайлович,,"Летчик-космонавт, председатель межрегиональной общественной организации «Пензенское землячество». Герой Российской Федерации.",,,,,,,,,
putin2018,Санжиев Замбал Владимирович,,"Государственное бюджетное учреждение ""Молодежный центр Республики Бурятия""",,,,,,,,,
putin2018,Святославский Ярослав Александрович,,"Спортсмен. Первый в России пилот-испытатель экзоскелета, помогающего инвалидам-колясочникам.",,,,,,,,,
putin2018,Симонов (Вяземский) Юрий Павлович,,Заведующий кафедрой мировой литературы и культуры факультета международной журналистики МГИМО (У).,,,,,,,,,
putin2018,Симоньян Маргарита Симоновна,,Главный редактор Russia Today,,,,,,,,,
putin2018,Ситников Алексей Геннадьевич,,"Общество с ограниченной ответственностью ""Ульяновская станкостроительная компания"", генеральный директор.",,,,,,,,,
putin2018,Ситнов Александр Викторович,,"Российский профессиональный союз работников химических отраслей промышленности, председатель профсоюза.",,,,,,,,,
putin2018,Скворцов Вячеслав Николаевич,,Президент государственного автономного образовательного учреждения высшего профессионального образования Ленинградской области «Ленинградский государственный университет имени А.С. Пушкина». Член Общественной палаты РФ,,,,,,,,,
putin2018,Скоморохов Михаил Юрьевич,,"Художественный руководитель Пермского театра юного зрителя, народный артист РФ.",,,,,,,,,
